Source,Target,Type,Id,Label,Weight
199,286,Directed,13914,,1
199,293,Directed,13915,,1
199,306,Directed,13916,,1
199,312,Directed,13917,,1
199,320,Directed,13918,,1
199,322,Directed,13919,,1
199,337,Directed,13920,,1
199,351,Directed,13921,,1
199,356,Directed,13922,,1
199,358,Directed,13923,,1
199,360,Directed,13924,,1
199,369,Directed,13925,,1
199,375,Directed,13926,,1
199,382,Directed,13927,,1
199,384,Directed,13928,,1
199,404,Directed,13929,,1
199,412,Directed,13930,,1
199,440,Directed,13931,,1
199,447,Directed,13932,,1
199,449,Directed,13933,,1
199,480,Directed,13934,,1
199,491,Directed,13935,,1
199,495,Directed,13936,,1
199,508,Directed,13937,,1
199,509,Directed,13938,,1
199,510,Directed,13939,,1
199,511,Directed,13940,,1
199,516,Directed,13941,,1
199,528,Directed,13942,,1
199,534,Directed,13943,,1
199,536,Directed,13944,,1
199,543,Directed,13945,,1
199,570,Directed,13946,,1
199,585,Directed,13947,,1
199,602,Directed,13948,,1
199,613,Directed,13949,,1
199,635,Directed,13950,,1
199,647,Directed,13951,,1
199,652,Directed,13952,,1
199,659,Directed,13953,,1
199,662,Directed,13954,,1
199,664,Directed,13955,,1
199,667,Directed,13956,,1
199,671,Directed,13957,,1
199,672,Directed,13958,,1
199,700,Directed,13959,,1
199,704,Directed,13960,,1
199,709,Directed,13961,,1
199,726,Directed,13962,,1
199,730,Directed,13963,,1
199,739,Directed,13964,,1
199,744,Directed,13965,,1
199,755,Directed,13966,,1
199,757,Directed,13967,,1
199,760,Directed,13968,,1
199,762,Directed,13969,,1
199,768,Directed,13970,,1
199,777,Directed,13971,,1
199,784,Directed,13972,,1
199,816,Directed,13973,,1
199,818,Directed,13974,,1
199,831,Directed,13975,,1
199,837,Directed,13976,,1
199,860,Directed,13977,,1
199,866,Directed,13978,,1
199,870,Directed,13979,,1
199,876,Directed,13980,,1
199,877,Directed,13981,,1
199,879,Directed,13982,,1
199,901,Directed,13983,,1
199,948,Directed,13984,,1
199,969,Directed,13985,,1
199,971,Directed,13986,,1
199,976,Directed,13987,,1
199,978,Directed,13988,,1
199,990,Directed,13989,,1
199,1001,Directed,13990,,1
199,1008,Directed,13991,,1
199,1010,Directed,13992,,1
199,1027,Directed,13993,,1
199,1029,Directed,13994,,1
200,209,Directed,13995,,1
200,228,Directed,13996,,1
200,229,Directed,13997,,1
200,240,Directed,13998,,1
200,243,Directed,13999,,1
200,249,Directed,14000,,1
200,258,Directed,14001,,1
200,264,Directed,14002,,1
200,279,Directed,14003,,1
200,281,Directed,14004,,1
200,291,Directed,14005,,1
200,300,Directed,14006,,1
200,319,Directed,14007,,1
200,344,Directed,14008,,1
200,350,Directed,14009,,1
200,351,Directed,14010,,1
200,369,Directed,14011,,1
200,371,Directed,14012,,1
200,374,Directed,14013,,1
200,384,Directed,14014,,1
200,399,Directed,14015,,1
200,410,Directed,14016,,1
200,433,Directed,14017,,1
200,435,Directed,14018,,1
200,442,Directed,14019,,1
200,468,Directed,14020,,1
200,475,Directed,14021,,1
200,484,Directed,14022,,1
200,492,Directed,14023,,1
200,498,Directed,14024,,1
200,522,Directed,14025,,1
200,526,Directed,14026,,1
200,536,Directed,14027,,1
200,554,Directed,14028,,1
200,558,Directed,14029,,1
200,562,Directed,14030,,1
200,566,Directed,14031,,1
200,612,Directed,14032,,1
200,617,Directed,14033,,1
200,628,Directed,14034,,1
200,631,Directed,14035,,1
200,641,Directed,14036,,1
200,646,Directed,14037,,1
200,650,Directed,14038,,1
200,666,Directed,14039,,1
200,677,Directed,14040,,1
200,686,Directed,14041,,1
200,689,Directed,14042,,1
200,716,Directed,14043,,1
200,722,Directed,14044,,1
200,737,Directed,14045,,1
200,750,Directed,14046,,1
200,760,Directed,14047,,1
200,770,Directed,14048,,1
200,773,Directed,14049,,1
200,809,Directed,14050,,1
200,821,Directed,14051,,1
200,823,Directed,14052,,1
200,831,Directed,14053,,1
200,842,Directed,14054,,1
200,863,Directed,14055,,1
200,868,Directed,14056,,1
200,882,Directed,14057,,1
200,889,Directed,14058,,1
200,890,Directed,14059,,1
200,896,Directed,14060,,1
200,906,Directed,14061,,1
200,918,Directed,14062,,1
200,920,Directed,14063,,1
200,934,Directed,14064,,1
200,949,Directed,14065,,1
200,958,Directed,14066,,1
200,967,Directed,14067,,1
200,973,Directed,14068,,1
200,978,Directed,14069,,1
200,986,Directed,14070,,1
200,1007,Directed,14071,,1
200,1026,Directed,14072,,1
200,1037,Directed,14073,,1
200,1046,Directed,14074,,1
201,204,Directed,14075,,1
201,236,Directed,14076,,1
201,240,Directed,14077,,1
201,241,Directed,14078,,1
201,243,Directed,14079,,1
201,245,Directed,14080,,1
201,256,Directed,14081,,1
201,259,Directed,14082,,1
201,266,Directed,14083,,1
201,309,Directed,14084,,1
201,310,Directed,14085,,1
201,323,Directed,14086,,1
201,329,Directed,14087,,1
201,335,Directed,14088,,1
201,345,Directed,14089,,1
201,346,Directed,14090,,1
201,347,Directed,14091,,1
201,357,Directed,14092,,1
201,360,Directed,14093,,1
201,361,Directed,14094,,1
201,365,Directed,14095,,1
201,386,Directed,14096,,1
201,393,Directed,14097,,1
201,402,Directed,14098,,1
201,415,Directed,14099,,1
201,418,Directed,14100,,1
201,428,Directed,14101,,1
201,431,Directed,14102,,1
201,432,Directed,14103,,1
201,446,Directed,14104,,1
201,451,Directed,14105,,1
201,465,Directed,14106,,1
201,506,Directed,14107,,1
201,513,Directed,14108,,1
201,524,Directed,14109,,1
201,542,Directed,14110,,1
201,550,Directed,14111,,1
201,568,Directed,14112,,1
201,590,Directed,14113,,1
201,600,Directed,14114,,1
201,608,Directed,14115,,1
201,626,Directed,14116,,1
201,627,Directed,14117,,1
201,652,Directed,14118,,1
201,681,Directed,14119,,1
201,684,Directed,14120,,1
201,693,Directed,14121,,1
201,697,Directed,14122,,1
201,706,Directed,14123,,1
201,712,Directed,14124,,1
201,715,Directed,14125,,1
201,721,Directed,14126,,1
201,734,Directed,14127,,1
201,748,Directed,14128,,1
201,764,Directed,14129,,1
201,770,Directed,14130,,1
201,775,Directed,14131,,1
201,799,Directed,14132,,1
201,801,Directed,14133,,1
201,803,Directed,14134,,1
201,807,Directed,14135,,1
201,808,Directed,14136,,1
201,810,Directed,14137,,1
201,831,Directed,14138,,1
201,845,Directed,14139,,1
201,846,Directed,14140,,1
201,852,Directed,14141,,1
201,862,Directed,14142,,1
201,869,Directed,14143,,1
201,909,Directed,14144,,1
201,915,Directed,14145,,1
201,922,Directed,14146,,1
201,960,Directed,14147,,1
201,964,Directed,14148,,1
201,985,Directed,14149,,1
201,1018,Directed,14150,,1
201,1024,Directed,14151,,1
201,1038,Directed,14152,,1
202,215,Directed,14153,,1
202,222,Directed,14154,,1
202,239,Directed,14155,,1
202,248,Directed,14156,,1
202,263,Directed,14157,,1
202,267,Directed,14158,,1
202,274,Directed,14159,,1
202,276,Directed,14160,,1
202,294,Directed,14161,,1
202,307,Directed,14162,,1
202,312,Directed,14163,,1
202,317,Directed,14164,,1
202,320,Directed,14165,,1
202,332,Directed,14166,,1
202,351,Directed,14167,,1
202,355,Directed,14168,,1
202,362,Directed,14169,,1
202,380,Directed,14170,,1
202,385,Directed,14171,,1
202,388,Directed,14172,,1
202,397,Directed,14173,,1
202,398,Directed,14174,,1
202,418,Directed,14175,,1
202,439,Directed,14176,,1
202,440,Directed,14177,,1
202,452,Directed,14178,,1
202,471,Directed,14179,,1
202,475,Directed,14180,,1
202,480,Directed,14181,,1
202,483,Directed,14182,,1
202,553,Directed,14183,,1
202,562,Directed,14184,,1
202,563,Directed,14185,,1
202,566,Directed,14186,,1
202,570,Directed,14187,,1
202,579,Directed,14188,,1
202,593,Directed,14189,,1
202,604,Directed,14190,,1
202,610,Directed,14191,,1
202,611,Directed,14192,,1
202,657,Directed,14193,,1
202,660,Directed,14194,,1
202,675,Directed,14195,,1
202,703,Directed,14196,,1
202,735,Directed,14197,,1
202,765,Directed,14198,,1
202,774,Directed,14199,,1
202,776,Directed,14200,,1
202,785,Directed,14201,,1
202,787,Directed,14202,,1
202,796,Directed,14203,,1
202,799,Directed,14204,,1
202,801,Directed,14205,,1
202,804,Directed,14206,,1
202,821,Directed,14207,,1
202,824,Directed,14208,,1
202,838,Directed,14209,,1
202,845,Directed,14210,,1
202,865,Directed,14211,,1
202,872,Directed,14212,,1
202,890,Directed,14213,,1
202,892,Directed,14214,,1
202,896,Directed,14215,,1
202,924,Directed,14216,,1
202,934,Directed,14217,,1
202,946,Directed,14218,,1
202,948,Directed,14219,,1
202,953,Directed,14220,,1
202,978,Directed,14221,,1
202,980,Directed,14222,,1
202,981,Directed,14223,,1
202,991,Directed,14224,,1
202,1000,Directed,14225,,1
202,1006,Directed,14226,,1
202,1024,Directed,14227,,1
202,1042,Directed,14228,,1
202,1049,Directed,14229,,1
203,204,Directed,14230,,1
203,222,Directed,14231,,1
203,223,Directed,14232,,1
203,234,Directed,14233,,1
203,243,Directed,14234,,1
203,245,Directed,14235,,1
203,256,Directed,14236,,1
203,263,Directed,14237,,1
203,273,Directed,14238,,1
203,275,Directed,14239,,1
203,279,Directed,14240,,1
203,287,Directed,14241,,1
203,297,Directed,14242,,1
203,307,Directed,14243,,1
203,313,Directed,14244,,1
203,322,Directed,14245,,1
203,326,Directed,14246,,1
203,330,Directed,14247,,1
203,350,Directed,14248,,1
203,367,Directed,14249,,1
203,370,Directed,14250,,1
203,399,Directed,14251,,1
203,401,Directed,14252,,1
203,408,Directed,14253,,1
203,411,Directed,14254,,1
203,424,Directed,14255,,1
203,426,Directed,14256,,1
203,445,Directed,14257,,1
203,473,Directed,14258,,1
203,483,Directed,14259,,1
203,484,Directed,14260,,1
203,485,Directed,14261,,1
203,486,Directed,14262,,1
203,491,Directed,14263,,1
203,514,Directed,14264,,1
203,516,Directed,14265,,1
203,530,Directed,14266,,1
203,537,Directed,14267,,1
203,547,Directed,14268,,1
203,567,Directed,14269,,1
203,569,Directed,14270,,1
203,570,Directed,14271,,1
203,599,Directed,14272,,1
203,612,Directed,14273,,1
203,631,Directed,14274,,1
203,669,Directed,14275,,1
203,675,Directed,14276,,1
203,699,Directed,14277,,1
203,704,Directed,14278,,1
203,706,Directed,14279,,1
203,720,Directed,14280,,1
203,725,Directed,14281,,1
203,766,Directed,14282,,1
203,797,Directed,14283,,1
203,798,Directed,14284,,1
203,799,Directed,14285,,1
203,806,Directed,14286,,1
203,835,Directed,14287,,1
203,855,Directed,14288,,1
203,856,Directed,14289,,1
203,863,Directed,14290,,1
203,872,Directed,14291,,1
203,902,Directed,14292,,1
203,903,Directed,14293,,1
203,907,Directed,14294,,1
203,917,Directed,14295,,1
203,935,Directed,14296,,1
203,937,Directed,14297,,1
203,941,Directed,14298,,1
203,955,Directed,14299,,1
203,958,Directed,14300,,1
203,964,Directed,14301,,1
203,978,Directed,14302,,1
203,983,Directed,14303,,1
203,1005,Directed,14304,,1
203,1015,Directed,14305,,1
203,1016,Directed,14306,,1
203,1027,Directed,14307,,1
203,1028,Directed,14308,,1
203,1031,Directed,14309,,1
203,1032,Directed,14310,,1
203,1033,Directed,14311,,1
203,1036,Directed,14312,,1
204,225,Directed,14313,,1
204,234,Directed,14314,,1
204,237,Directed,14315,,1
204,243,Directed,14316,,1
204,244,Directed,14317,,1
204,254,Directed,14318,,1
204,269,Directed,14319,,1
204,272,Directed,14320,,1
204,283,Directed,14321,,1
204,286,Directed,14322,,1
204,290,Directed,14323,,1
204,301,Directed,14324,,1
204,320,Directed,14325,,1
204,321,Directed,14326,,1
204,343,Directed,14327,,1
204,344,Directed,14328,,1
204,355,Directed,14329,,1
204,360,Directed,14330,,1
204,363,Directed,14331,,1
204,380,Directed,14332,,1
204,387,Directed,14333,,1
204,399,Directed,14334,,1
204,404,Directed,14335,,1
204,409,Directed,14336,,1
204,412,Directed,14337,,1
204,429,Directed,14338,,1
204,430,Directed,14339,,1
204,445,Directed,14340,,1
204,459,Directed,14341,,1
204,468,Directed,14342,,1
204,485,Directed,14343,,1
204,499,Directed,14344,,1
204,506,Directed,14345,,1
204,512,Directed,14346,,1
204,520,Directed,14347,,1
204,540,Directed,14348,,1
204,550,Directed,14349,,1
204,551,Directed,14350,,1
204,558,Directed,14351,,1
204,566,Directed,14352,,1
204,567,Directed,14353,,1
204,573,Directed,14354,,1
204,574,Directed,14355,,1
204,590,Directed,14356,,1
204,596,Directed,14357,,1
204,604,Directed,14358,,1
204,606,Directed,14359,,1
204,618,Directed,14360,,1
204,620,Directed,14361,,1
204,621,Directed,14362,,1
204,624,Directed,14363,,1
204,663,Directed,14364,,1
204,666,Directed,14365,,1
204,670,Directed,14366,,1
204,671,Directed,14367,,1
204,672,Directed,14368,,1
204,678,Directed,14369,,1
204,679,Directed,14370,,1
204,725,Directed,14371,,1
204,732,Directed,14372,,1
204,735,Directed,14373,,1
204,738,Directed,14374,,1
204,743,Directed,14375,,1
204,752,Directed,14376,,1
204,753,Directed,14377,,1
204,755,Directed,14378,,1
204,759,Directed,14379,,1
204,771,Directed,14380,,1
204,775,Directed,14381,,1
204,790,Directed,14382,,1
204,802,Directed,14383,,1
204,825,Directed,14384,,1
204,826,Directed,14385,,1
204,839,Directed,14386,,1
204,850,Directed,14387,,1
204,854,Directed,14388,,1
204,859,Directed,14389,,1
204,862,Directed,14390,,1
204,895,Directed,14391,,1
204,910,Directed,14392,,1
204,912,Directed,14393,,1
204,915,Directed,14394,,1
204,926,Directed,14395,,1
204,958,Directed,14396,,1
204,996,Directed,14397,,1
204,1010,Directed,14398,,1
204,1018,Directed,14399,,1
204,1030,Directed,14400,,1
205,211,Directed,14401,,1
205,237,Directed,14402,,1
205,241,Directed,14403,,1
205,253,Directed,14404,,1
205,261,Directed,14405,,1
205,272,Directed,14406,,1
205,277,Directed,14407,,1
205,293,Directed,14408,,1
205,296,Directed,14409,,1
205,299,Directed,14410,,1
205,313,Directed,14411,,1
205,328,Directed,14412,,1
205,344,Directed,14413,,1
205,348,Directed,14414,,1
205,349,Directed,14415,,1
205,378,Directed,14416,,1
205,382,Directed,14417,,1
205,390,Directed,14418,,1
205,398,Directed,14419,,1
205,404,Directed,14420,,1
205,406,Directed,14421,,1
205,409,Directed,14422,,1
205,412,Directed,14423,,1
205,420,Directed,14424,,1
205,430,Directed,14425,,1
205,469,Directed,14426,,1
205,475,Directed,14427,,1
205,484,Directed,14428,,1
205,527,Directed,14429,,1
205,532,Directed,14430,,1
205,533,Directed,14431,,1
205,561,Directed,14432,,1
205,574,Directed,14433,,1
205,594,Directed,14434,,1
205,604,Directed,14435,,1
205,607,Directed,14436,,1
205,635,Directed,14437,,1
205,650,Directed,14438,,1
205,677,Directed,14439,,1
205,689,Directed,14440,,1
205,702,Directed,14441,,1
205,716,Directed,14442,,1
205,746,Directed,14443,,1
205,754,Directed,14444,,1
205,761,Directed,14445,,1
205,766,Directed,14446,,1
205,769,Directed,14447,,1
205,785,Directed,14448,,1
205,805,Directed,14449,,1
205,809,Directed,14450,,1
205,810,Directed,14451,,1
205,821,Directed,14452,,1
205,856,Directed,14453,,1
205,867,Directed,14454,,1
205,884,Directed,14455,,1
205,888,Directed,14456,,1
205,906,Directed,14457,,1
205,918,Directed,14458,,1
205,919,Directed,14459,,1
205,944,Directed,14460,,1
205,950,Directed,14461,,1
205,953,Directed,14462,,1
205,965,Directed,14463,,1
205,972,Directed,14464,,1
205,992,Directed,14465,,1
205,1000,Directed,14466,,1
205,1007,Directed,14467,,1
205,1018,Directed,14468,,1
205,1023,Directed,14469,,1
205,1024,Directed,14470,,1
205,1040,Directed,14471,,1
205,1043,Directed,14472,,1
205,1046,Directed,14473,,1
205,1049,Directed,14474,,1
206,221,Directed,14475,,1
206,229,Directed,14476,,1
206,242,Directed,14477,,1
206,267,Directed,14478,,1
206,268,Directed,14479,,1
206,270,Directed,14480,,1
206,280,Directed,14481,,1
206,311,Directed,14482,,1
206,326,Directed,14483,,1
206,335,Directed,14484,,1
206,361,Directed,14485,,1
206,368,Directed,14486,,1
206,369,Directed,14487,,1
206,386,Directed,14488,,1
206,398,Directed,14489,,1
206,400,Directed,14490,,1
206,438,Directed,14491,,1
206,456,Directed,14492,,1
206,462,Directed,14493,,1
206,485,Directed,14494,,1
206,487,Directed,14495,,1
206,491,Directed,14496,,1
206,495,Directed,14497,,1
206,513,Directed,14498,,1
206,528,Directed,14499,,1
206,536,Directed,14500,,1
206,552,Directed,14501,,1
206,556,Directed,14502,,1
206,563,Directed,14503,,1
206,564,Directed,14504,,1
206,574,Directed,14505,,1
206,575,Directed,14506,,1
206,580,Directed,14507,,1
206,602,Directed,14508,,1
206,604,Directed,14509,,1
206,616,Directed,14510,,1
206,625,Directed,14511,,1
206,629,Directed,14512,,1
206,631,Directed,14513,,1
206,638,Directed,14514,,1
206,640,Directed,14515,,1
206,643,Directed,14516,,1
206,646,Directed,14517,,1
206,648,Directed,14518,,1
206,652,Directed,14519,,1
206,655,Directed,14520,,1
206,662,Directed,14521,,1
206,668,Directed,14522,,1
206,670,Directed,14523,,1
206,717,Directed,14524,,1
206,730,Directed,14525,,1
206,740,Directed,14526,,1
206,792,Directed,14527,,1
206,809,Directed,14528,,1
206,813,Directed,14529,,1
206,815,Directed,14530,,1
206,862,Directed,14531,,1
206,873,Directed,14532,,1
206,881,Directed,14533,,1
206,886,Directed,14534,,1
206,891,Directed,14535,,1
206,894,Directed,14536,,1
206,916,Directed,14537,,1
206,921,Directed,14538,,1
206,930,Directed,14539,,1
206,951,Directed,14540,,1
206,956,Directed,14541,,1
206,974,Directed,14542,,1
206,984,Directed,14543,,1
206,989,Directed,14544,,1
206,1002,Directed,14545,,1
206,1014,Directed,14546,,1
206,1020,Directed,14547,,1
206,1031,Directed,14548,,1
206,1032,Directed,14549,,1
206,1035,Directed,14550,,1
207,215,Directed,14551,,1
207,244,Directed,14552,,1
207,260,Directed,14553,,1
207,299,Directed,14554,,1
207,300,Directed,14555,,1
207,302,Directed,14556,,1
207,304,Directed,14557,,1
207,337,Directed,14558,,1
207,343,Directed,14559,,1
207,357,Directed,14560,,1
207,363,Directed,14561,,1
207,369,Directed,14562,,1
207,371,Directed,14563,,1
207,381,Directed,14564,,1
207,384,Directed,14565,,1
207,394,Directed,14566,,1
207,398,Directed,14567,,1
207,405,Directed,14568,,1
207,417,Directed,14569,,1
207,424,Directed,14570,,1
207,427,Directed,14571,,1
207,438,Directed,14572,,1
207,450,Directed,14573,,1
207,456,Directed,14574,,1
207,461,Directed,14575,,1
207,462,Directed,14576,,1
207,463,Directed,14577,,1
207,469,Directed,14578,,1
207,480,Directed,14579,,1
207,489,Directed,14580,,1
207,493,Directed,14581,,1
207,518,Directed,14582,,1
207,529,Directed,14583,,1
207,561,Directed,14584,,1
207,606,Directed,14585,,1
207,618,Directed,14586,,1
207,624,Directed,14587,,1
207,639,Directed,14588,,1
207,649,Directed,14589,,1
207,650,Directed,14590,,1
207,654,Directed,14591,,1
207,672,Directed,14592,,1
207,679,Directed,14593,,1
207,699,Directed,14594,,1
207,715,Directed,14595,,1
207,725,Directed,14596,,1
207,748,Directed,14597,,1
207,752,Directed,14598,,1
207,757,Directed,14599,,1
207,759,Directed,14600,,1
207,769,Directed,14601,,1
207,782,Directed,14602,,1
207,783,Directed,14603,,1
207,797,Directed,14604,,1
207,815,Directed,14605,,1
207,836,Directed,14606,,1
207,841,Directed,14607,,1
207,853,Directed,14608,,1
207,866,Directed,14609,,1
207,893,Directed,14610,,1
207,895,Directed,14611,,1
207,930,Directed,14612,,1
207,933,Directed,14613,,1
207,965,Directed,14614,,1
207,987,Directed,14615,,1
207,1013,Directed,14616,,1
207,1014,Directed,14617,,1
207,1025,Directed,14618,,1
207,1042,Directed,14619,,1
208,219,Directed,14620,,1
208,232,Directed,14621,,1
208,238,Directed,14622,,1
208,241,Directed,14623,,1
208,253,Directed,14624,,1
208,254,Directed,14625,,1
208,256,Directed,14626,,1
208,279,Directed,14627,,1
208,280,Directed,14628,,1
208,281,Directed,14629,,1
208,287,Directed,14630,,1
208,304,Directed,14631,,1
208,313,Directed,14632,,1
208,317,Directed,14633,,1
208,318,Directed,14634,,1
208,321,Directed,14635,,1
208,324,Directed,14636,,1
208,334,Directed,14637,,1
208,342,Directed,14638,,1
208,345,Directed,14639,,1
208,363,Directed,14640,,1
208,371,Directed,14641,,1
208,372,Directed,14642,,1
208,397,Directed,14643,,1
208,401,Directed,14644,,1
208,404,Directed,14645,,1
208,432,Directed,14646,,1
208,435,Directed,14647,,1
208,437,Directed,14648,,1
208,455,Directed,14649,,1
208,464,Directed,14650,,1
208,485,Directed,14651,,1
208,501,Directed,14652,,1
208,503,Directed,14653,,1
208,513,Directed,14654,,1
208,520,Directed,14655,,1
208,550,Directed,14656,,1
208,556,Directed,14657,,1
208,571,Directed,14658,,1
208,574,Directed,14659,,1
208,579,Directed,14660,,1
208,584,Directed,14661,,1
208,598,Directed,14662,,1
208,599,Directed,14663,,1
208,601,Directed,14664,,1
208,604,Directed,14665,,1
208,605,Directed,14666,,1
208,609,Directed,14667,,1
208,612,Directed,14668,,1
208,618,Directed,14669,,1
208,623,Directed,14670,,1
208,629,Directed,14671,,1
208,657,Directed,14672,,1
208,661,Directed,14673,,1
208,678,Directed,14674,,1
208,700,Directed,14675,,1
208,718,Directed,14676,,1
208,748,Directed,14677,,1
208,753,Directed,14678,,1
208,754,Directed,14679,,1
208,761,Directed,14680,,1
208,762,Directed,14681,,1
208,766,Directed,14682,,1
208,781,Directed,14683,,1
208,787,Directed,14684,,1
208,788,Directed,14685,,1
208,796,Directed,14686,,1
208,798,Directed,14687,,1
208,808,Directed,14688,,1
208,809,Directed,14689,,1
208,825,Directed,14690,,1
208,854,Directed,14691,,1
208,863,Directed,14692,,1
208,870,Directed,14693,,1
208,877,Directed,14694,,1
208,891,Directed,14695,,1
208,894,Directed,14696,,1
208,912,Directed,14697,,1
208,918,Directed,14698,,1
208,931,Directed,14699,,1
208,933,Directed,14700,,1
208,941,Directed,14701,,1
208,964,Directed,14702,,1
208,968,Directed,14703,,1
208,978,Directed,14704,,1
208,980,Directed,14705,,1
208,986,Directed,14706,,1
208,1000,Directed,14707,,1
208,1006,Directed,14708,,1
208,1015,Directed,14709,,1
208,1028,Directed,14710,,1
208,1032,Directed,14711,,1
209,213,Directed,14712,,1
209,225,Directed,14713,,1
209,247,Directed,14714,,1
209,250,Directed,14715,,1
209,251,Directed,14716,,1
209,266,Directed,14717,,1
209,288,Directed,14718,,1
209,305,Directed,14719,,1
209,308,Directed,14720,,1
209,315,Directed,14721,,1
209,322,Directed,14722,,1
209,334,Directed,14723,,1
209,340,Directed,14724,,1
209,382,Directed,14725,,1
209,403,Directed,14726,,1
209,415,Directed,14727,,1
209,427,Directed,14728,,1
209,430,Directed,14729,,1
209,436,Directed,14730,,1
209,440,Directed,14731,,1
209,443,Directed,14732,,1
209,456,Directed,14733,,1
209,459,Directed,14734,,1
209,471,Directed,14735,,1
209,483,Directed,14736,,1
209,528,Directed,14737,,1
209,530,Directed,14738,,1
209,534,Directed,14739,,1
209,536,Directed,14740,,1
209,546,Directed,14741,,1
209,561,Directed,14742,,1
209,571,Directed,14743,,1
209,587,Directed,14744,,1
209,616,Directed,14745,,1
209,624,Directed,14746,,1
209,630,Directed,14747,,1
209,632,Directed,14748,,1
209,655,Directed,14749,,1
209,658,Directed,14750,,1
209,665,Directed,14751,,1
209,677,Directed,14752,,1
209,678,Directed,14753,,1
209,680,Directed,14754,,1
209,683,Directed,14755,,1
209,687,Directed,14756,,1
209,692,Directed,14757,,1
209,704,Directed,14758,,1
209,721,Directed,14759,,1
209,744,Directed,14760,,1
209,756,Directed,14761,,1
209,767,Directed,14762,,1
209,774,Directed,14763,,1
209,777,Directed,14764,,1
209,793,Directed,14765,,1
209,797,Directed,14766,,1
209,819,Directed,14767,,1
209,821,Directed,14768,,1
209,830,Directed,14769,,1
209,850,Directed,14770,,1
209,872,Directed,14771,,1
209,906,Directed,14772,,1
209,926,Directed,14773,,1
209,933,Directed,14774,,1
209,940,Directed,14775,,1
209,946,Directed,14776,,1
209,950,Directed,14777,,1
209,951,Directed,14778,,1
209,952,Directed,14779,,1
209,975,Directed,14780,,1
209,984,Directed,14781,,1
209,1003,Directed,14782,,1
209,1019,Directed,14783,,1
209,1023,Directed,14784,,1
209,1027,Directed,14785,,1
209,1028,Directed,14786,,1
209,1032,Directed,14787,,1
209,1035,Directed,14788,,1
210,224,Directed,14789,,1
210,238,Directed,14790,,1
210,239,Directed,14791,,1
210,250,Directed,14792,,1
210,259,Directed,14793,,1
210,265,Directed,14794,,1
210,269,Directed,14795,,1
210,286,Directed,14796,,1
210,294,Directed,14797,,1
210,309,Directed,14798,,1
210,325,Directed,14799,,1
210,333,Directed,14800,,1
210,358,Directed,14801,,1
210,376,Directed,14802,,1
210,379,Directed,14803,,1
210,428,Directed,14804,,1
210,446,Directed,14805,,1
210,457,Directed,14806,,1
210,469,Directed,14807,,1
210,472,Directed,14808,,1
210,475,Directed,14809,,1
210,485,Directed,14810,,1
210,516,Directed,14811,,1
210,518,Directed,14812,,1
210,520,Directed,14813,,1
210,528,Directed,14814,,1
210,535,Directed,14815,,1
210,551,Directed,14816,,1
210,562,Directed,14817,,1
210,568,Directed,14818,,1
210,601,Directed,14819,,1
210,605,Directed,14820,,1
210,607,Directed,14821,,1
210,611,Directed,14822,,1
210,623,Directed,14823,,1
210,631,Directed,14824,,1
210,637,Directed,14825,,1
210,642,Directed,14826,,1
210,648,Directed,14827,,1
210,649,Directed,14828,,1
210,650,Directed,14829,,1
210,654,Directed,14830,,1
210,678,Directed,14831,,1
210,685,Directed,14832,,1
210,695,Directed,14833,,1
210,700,Directed,14834,,1
210,701,Directed,14835,,1
210,713,Directed,14836,,1
210,715,Directed,14837,,1
210,725,Directed,14838,,1
210,735,Directed,14839,,1
210,742,Directed,14840,,1
210,743,Directed,14841,,1
210,748,Directed,14842,,1
210,773,Directed,14843,,1
210,778,Directed,14844,,1
210,783,Directed,14845,,1
210,796,Directed,14846,,1
210,805,Directed,14847,,1
210,807,Directed,14848,,1
210,814,Directed,14849,,1
210,820,Directed,14850,,1
210,837,Directed,14851,,1
210,841,Directed,14852,,1
210,843,Directed,14853,,1
210,844,Directed,14854,,1
210,859,Directed,14855,,1
210,932,Directed,14856,,1
210,964,Directed,14857,,1
210,984,Directed,14858,,1
210,988,Directed,14859,,1
210,1001,Directed,14860,,1
210,1015,Directed,14861,,1
210,1016,Directed,14862,,1
210,1018,Directed,14863,,1
210,1025,Directed,14864,,1
210,1039,Directed,14865,,1
211,228,Directed,14866,,1
211,229,Directed,14867,,1
211,265,Directed,14868,,1
211,268,Directed,14869,,1
211,269,Directed,14870,,1
211,271,Directed,14871,,1
211,281,Directed,14872,,1
211,285,Directed,14873,,1
211,287,Directed,14874,,1
211,289,Directed,14875,,1
211,292,Directed,14876,,1
211,296,Directed,14877,,1
211,302,Directed,14878,,1
211,303,Directed,14879,,1
211,304,Directed,14880,,1
211,305,Directed,14881,,1
211,312,Directed,14882,,1
211,334,Directed,14883,,1
211,338,Directed,14884,,1
211,349,Directed,14885,,1
211,363,Directed,14886,,1
211,368,Directed,14887,,1
211,370,Directed,14888,,1
211,372,Directed,14889,,1
211,377,Directed,14890,,1
211,420,Directed,14891,,1
211,421,Directed,14892,,1
211,435,Directed,14893,,1
211,443,Directed,14894,,1
211,448,Directed,14895,,1
211,463,Directed,14896,,1
211,500,Directed,14897,,1
211,506,Directed,14898,,1
211,507,Directed,14899,,1
211,511,Directed,14900,,1
211,518,Directed,14901,,1
211,519,Directed,14902,,1
211,521,Directed,14903,,1
211,527,Directed,14904,,1
211,543,Directed,14905,,1
211,558,Directed,14906,,1
